1,49.20388
2,49.94777734
3,54.43471192
4,56.29206415
5,55.92082344
6,53.06101523
7,52.83083382
8,54.50774238
9,56.43960567
10,56.63648964
11,55.62155117
12,55.88215578
13,54.15224113
14,52.87102374
15,53.01648064
16,52.10335793
17,48.77423576
18,47.46046956
19,45.93038332
20,47.38742718
21,50.69912723
22,49.69082527
23,51.33106425
24,51.10184388
25,48.46767672
26,44.1216338
27,44.00651894
28,42.9725403
29,40.89878989
30,39.67273183
31,41.55269786
32,41.84595677
33,42.13825527
34,43.75551799
35,46.2049828
36,49.84450409
37,46.96213125
38,45.18614737
39,43.25938796
40,41.56954662
41,42.65015362
42,42.26684971
43,46.0896526
44,50.36521114
45,54.47740611
46,53.21074485
47,54.26705134
48,55.46086663
49,52.62694617
50,53.98231216
51,57.23272493
52,59.41872734
53,74.81193438
54,85.76228258
55,117.9705464
56,113.549025
57,124.5802178
58,115.4144462
59,106.585838
60,94.98366207
61,97.04968507
62,97.77514687
63,103.3778696
64,101.5461698
65,99.30871376
66,91.2304086
67,85.90798068
68,91.56536155
69,83.06510064
70,81.48655986
71,80.89321315
72,70.77722261
73,70.42752316
74,76.24968378
75,72.00464654
76,73.63238921
77,75.86794968
78,73.80760602
79,68.76884783
80,70.1953669
81,67.2425085
82,67.69240607
83,66.75105481
84,63.70707697
85,67.79635594
86,77.26186986
87,85.9986545
88,88.43221668
89,106.2139361
90,95.18402209
91,87.48614004
92,85.49751211
93,86.27956184
94,81.60803336
95,80.60977504
96,87.07117925
97,88.74415221
98,88.94926965
99,83.04896956
100,82.6542355
101,80.04307312
102,75.20559212
103,71.80901834
104,73.59914582
105,71.24627896
106,70.01584437
107,71.04187359
108,71.30646161
109,69.99186095
110,66.67298777
111,64.2712107
112,61.18975836
113,61.1299611
114,60.05566758
115,55.63784686
116,54.59611136
117,53.71817916
118,56.4300814
119,61.36364094
120,62.25786421
121,55.14994662
122,52.01116021
123,51.69759894
124,49.75313529
125,49.64581193
126,47.67084555
127,47.57072259
128,44.22288239
129,44.34893379
130,43.30881022
131,41.17686983
132,39.26366126
133,40.38413397
134,42.02491798
135,41.01118341
136,39.35375659
137,39.78116191
138,37.50518088
139,36.00904736
140,36.34549152
141,34.98678206
142,34.01741182
143,35.6323262
144,36.60928672
145,37.40898072
146,39.43722208
147,44.13431574
148,43.67958136
149,41.59738689
150,41.53802421
151,43.40432437
152,44.03913999
153,48.98039011
154,50.53267215
155,49.7445281
156,50.30101384
157,53.49073374
158,54.51324148
159,49.79219858
160,49.90834118
161,48.09120898
162,44.9688595
163,45.69272105
164,45.98598965
165,47.31000681
166,45.07718498
167,44.85814133
168,47.15872995
169,50.11045889
170,49.27135797
171,48.33753102
172,46.43124906
173,46.73893017
174,48.96235323
175,47.56343333
176,48.81690875
177,49.72330993
178,46.58773585
179,50.63252658
180,55.11571594
181,56.26398353
182,62.3419034
183,67.49605561
184,63.88810308
185,64.73579339
186,66.05073636
187,61.84901514
188,60.45214747
189,57.22583533
190,58.12105319
191,59.17285202
192,60.42552697
193,68.48843894
194,68.48794743
195,65.78982263
196,65.90976952
197,65.09082938
198,64.33839814
199,67.24067812
200,70.32110649
201,69.50742555
202,68.74255471
203,72.46671472
204,75.03137078
205,75.24301871
206,74.79513149
207,73.74834477
208,74.40812145
209,75.77821394
210,80.28682759
211,81.11802626
212,78.33237845
213,82.20554164
214,84.07947463
215,81.49452656
216,83.71622415
217,89.02070966
218,102.3114583
219,102.7063536
220,97.42423461
221,97.82710285
222,103.1718754
223,103.8815519
224,103.2101421
225,98.59712871
226,83.94169713
227,81.79257301
228,81.082957
229,86.74797461
230,86.004049
231,82.79284663
232,84.75125251
233,87.04972346
234,88.26778646
235,88.99831505
236,92.0586542
237,95.83785109
238,98.03475947
239,97.12656774
240,100.4338162
241,99.18105394
242,96.42021546
243,95.54625208
244,99.17347032
245,98.28638305
246,104.0128528
247,108.6651926
248,110.1499473
249,110.1538415
250,110.6907543
251,115.0856624
252,118.9698089
253,128.1300438
254,138.1613574
255,140.6832264
256,139.0761788
257,138.5737642
258,133.9170354
259,132.5235456
260,133.2799646
261,130.3127726
262,120.8745037
263,119.7269451
264,116.8284087
265,115.9569494
266,114.1873459
267,110.4437087
268,107.3000418
269,107.7969708
270,103.2956475
271,108.2902686
272,107.0880499
273,108.24557
274,105.3703953
275,100.9032052
276,98.48453737
277,98.54974066
278,97.53570245
279,97.35921053
280,95.95653111
281,95.72472645
282,89.18670361
283,91.21441155
284,91.48883331
285,89.17555312
286,88.03788459
287,86.07138299
